"ST","PWGTP","AGEP","CIT","COW","SCHL","SEX","WAGP","ESR","FOD1P","INDP","NAICSP","POWSP"
1,10,61,1,"Private non-profit","Bachelor's Degree","Female",4000,"Employed","MATH",9160,"8131",1
1,145,31,1,"Private profit","Master's Degree","Female",130000,"Employed","FINANCE",7390,"5416",1
1,19,62,1,"State government","Master's Degree","Male",50000,"Employed","MATH",7860,"6111",12
1,219,56,1,"Private non-profit","Master's Degree","Male",54000,"Employed","MATH",7860,"6111",1
1,84,53,1,"Private profit","Bachelor's Degree","Male",85000,"Employed","STATISTICS",3570,"336M",1
1,53,59,1,"State government","Master's Degree","Male",160000,"Employed","COMPUTER SCIENCE",7870,"611M1",1
1,36,23,1,"Private profit","Master's Degree","Male",10000,"Employed","FINANCE",4170,"4234",1
1,69,43,1,"Local government","Master's Degree","Male",90000,"Employed","COMPUTER SCIENCE",7860,"6111",1
1,125,63,1,"Self-employed","Bachelor's Degree","Male",0,"Employed","MATH",7380,"5415",1
1,140,49,1,"Private profit","Bachelor's Degree","Male",105000,"Employed","COMPUTER SCIENCE",7290,"5413",1
1,108,40,1,"State government","Bachelor's Degree","Male",25000,"Employed","MATH",7870,"611M1",1
1,66,71,1,"Private profit","Bachelor's Degree","Female",21000,"Not in labor force","FINANCE",7280,"5412",NA
1,81,43,1,"Private profit","Bachelor's Degree","Male",89000,"Employed","STATISTICS",8180,"621M",1
1,176,49,1,"Private profit","Bachelor's Degree","Female",80000,"Employed","MATH",3590,"33641M2",1
1,172,57,4,"State government","Doctorate degree","Female",70000,"Employed","MATH",7870,"611M1",1
1,384,59,1,"State government","Bachelor's Degree","Male",125000,"Employed","FINANCE",7880,"611M2",1
1,57,37,4,"Private profit","Bachelor's Degree","Female",15000,"Employed","STATISTICS",4970,"4451",1
1,125,43,1,"Private profit","Bachelor's Degree","Male",30000,"Employed","FINANCE",6990,"524",1
1,206,35,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","FINANCE",3490,"335M",NA
1,83,22,5,"Private profit","Bachelor's Degree","Female",4000,"Employed","COMPUTER SCIENCE",7870,"611M1",1
1,17,49,3,"Private profit","Bachelor's Degree","Male",115000,"Employed","COMPUTER SCIENCE",4795,"443142",1
1,14,53,1,"Private profit","Master's Degree","Female",80000,"Employed","COMPUTER SCIENCE",7290,"5413",1
1,151,47,1,"Private profit","Master's Degree","Male",110000,"Employed","COMPUTER SCIENCE",7380,"5415",1
1,61,69,1,"Private profit","Master's Degree","Male",140000,"Employed","MATH",3590,"33641M2",1
1,96,30,1,"State government","Bachelor's Degree","Female",40800,"Employed","STATISTICS",7870,"611M1",1
1,47,29,5,"Private profit","Bachelor's Degree","Male",80000,"Employed","COMPUTER SCIENCE",7380,"5415",1
1,46,55,4,NA,"Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
1,127,38,1,"Private profit","Master's Degree","Male",130000,"Employed","MATH",7290,"5413",1
1,94,24,1,"Private profit","Bachelor's Degree","Male",11000,"Employed","FINANCE",8680,"722Z",1
1,78,65,1,"Self-employed","Master's Degree","Male",0,"Employed","MATH",4470,"4244",1
1,106,32,1,"Private profit","Bachelor's Degree","Male",36000,"Employed","FINANCE",4270,"4238",1
1,40,24,1,"Private profit","Bachelor's Degree","Female",18500,"Employed","MATH",8680,"722Z",1
1,46,34,1,"Federal government","Bachelor's Degree","Male",65000,"Employed","COMPUTER SCIENCE",9590,"928P",1
1,72,29,2,"Federal government","Master's Degree","Male",72000,"Employed","FINANCE",9590,"928P",1
1,74,35,1,"State government","Master's Degree","Female",55000,"Employed","COMPUTER SCIENCE",7870,"611M1",13
1,126,66,1,"Private profit","Bachelor's Degree","Male",45000,"Employed","FINANCE",7070,"531",1
1,95,44,3,"Private profit","Master's Degree","Male",70000,"Employed","STATISTICS",7290,"5413",1
1,33,65,1,"Private profit","Master's Degree","Male",155000,"Employed","MATH",7290,"5413",1
1,66,45,1,"Private profit","Bachelor's Degree","Male",68000,"Employed","FINANCE",6870,"52M1",1
1,112,59,1,"Private profit","Bachelor's Degree","Male",110000,"Employed","MATH",6990,"524",1
1,57,61,1,"State government","Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",7870,"611M1",NA
1,81,35,1,"Private profit","Professional degree","Male",150000,"Employed","FINANCE",7270,"5411",1
1,95,41,1,"State government","Master's Degree","Female",14000,"Employed","MATH",7870,"611M1",1
1,9,24,1,"Private profit","Bachelor's Degree","Male",42000,"Employed","STATISTICS",7380,"5415",1
1,117,45,1,"State government","Master's Degree","Male",42000,"Employed","MATH",7870,"611M1",1
1,48,23,1,"Private profit","Bachelor's Degree","Male",45000,"Employed","FINANCE",4870,"4441Z",28
1,34,62,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
1,45,53,1,"Private profit","Bachelor's Degree","Female",115000,"Employed","COMPUTER SCIENCE",7390,"5416",1
1,100,54,1,"Private profit","Bachelor's Degree","Male",76000,"Employed","COMPUTER SCIENCE",7290,"5413",1
1,75,43,1,"Private profit","Bachelor's Degree","Female",92000,"Employed","MATH",7380,"5415",1
1,90,69,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
1,113,65,1,"Private profit","Bachelor's Degree","Female",0,"Not in labor force","FINANCE",6970,"52M2",NA
1,54,53,1,"Private profit","Master's Degree","Male",322000,"Employed","FINANCE",6870,"52M1",1
1,108,32,1,"Private profit","Bachelor's Degree","Male",125000,"Employed","COMPUTER SCIENCE",6890,"522M",13
1,74,68,1,"Private profit","Master's Degree","Female",14200,"Employed","MATH",5070,"44611",1
1,65,42,1,"Self-employed","Professional degree","Male",0,"Employed","FINANCE",7270,"5411",1
1,174,58,4,"State government","Bachelor's Degree","Female",70000,"Employed","FINANCE",9380,"92113",1
1,35,56,1,"State government","Doctorate degree","Male",75000,"Employed","MATH",7870,"611M1",1
1,151,62,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","FINANCE",NA,"",NA
1,21,36,1,"Private profit","Bachelor's Degree","Male",322000,"Employed","FINANCE",6870,"52M1",1
1,77,42,5,"Private profit","Bachelor's Degree","Male",11000,"Employed","STATISTICS",7380,"5415",1
1,77,88,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
1,125,33,1,"Private non-profit","Bachelor's Degree","Female",35000,"Employed","STATISTICS",9160,"8131",1
1,227,52,5,"Private profit","Master's Degree","Male",60000,"Employed","FINANCE",8680,"722Z",1
1,15,61,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
1,22,52,1,"State government","Master's Degree","Male",120000,"Employed","FINANCE",7870,"611M1",1
1,126,32,1,"Self-employed","Bachelor's Degree","Female",0,"Employed","MATH",7390,"5416",1
1,153,70,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
1,77,61,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
1,192,21,1,"Private profit","Bachelor's Degree","Male",25000,"Employed","STATISTICS",5380,"45211",1
1,150,62,1,"Private profit","Bachelor's Degree","Male",83000,"Employed","MATH",2290,"325M",1
1,116,48,1,"Self-employed","Bachelor's Degree","Female",160000,"Employed","FINANCE",6990,"524",1
1,40,45,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
1,32,42,1,"Private non-profit","Bachelor's Degree","Female",2000,"Unemployed","FINANCE",7860,"6111",NA
1,92,52,1,"Private non-profit","Bachelor's Degree","Female",43000,"Employed","COMPUTER SCIENCE",6770,"51912",1
1,31,48,1,"Self-employed","Bachelor's Degree","Male",72000,"Employed","FINANCE",7390,"5416",1
1,71,38,1,"Federal government","Bachelor's Degree","Male",80000,"Employed","COMPUTER SCIENCE",9590,"928P",1
1,112,49,1,"Private profit","Bachelor's Degree","Female",0,"Not in labor force","FINANCE",4970,"4451",NA
1,253,24,1,"Federal government","Bachelor's Degree","Female",52000,"Employed","STATISTICS",7380,"5415",1
1,117,26,1,"Local government","Master's Degree","Female",25000,"Employed/Not at work","MATH",7870,"611M1",NA
1,62,26,1,"Federal government","Bachelor's Degree","Female",58000,"Employed","FINANCE",9590,"928P",1
1,93,27,1,"Private profit","Bachelor's Degree","Female",45000,"Employed","FINANCE",3380,"3345",1
1,83,44,3,"Private profit","Master's Degree","Female",322000,"Employed","FINANCE",6970,"52M2",1
1,23,65,1,"Self-employed","Master's Degree","Male",0,"Employed","MATH",770,"23",1
1,69,74,1,NA,"Master's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
1,142,46,1,"Private profit","Master's Degree","Male",40000,"Employed","FINANCE",770,"23",1
1,234,54,4,"Self-employed","Bachelor's Degree","Male",0,"Employed","COMPUTER SCIENCE",7370,"5414",1
1,38,51,1,"Private non-profit","Bachelor's Degree","Male",26000,"Employed","MATH",770,"23",1
1,90,31,2,"Federal government","Bachelor's Degree","Male",30000,"Employed","COMPUTER SCIENCE",9670,"928110P1",1
1,117,44,1,"Private profit","Bachelor's Degree","Female",142000,"Employed","FINANCE",1370,"3121",1
1,99,44,1,"Private non-profit","Master's Degree","Male",56000,"Employed","FINANCE",9160,"8131",1
1,72,69,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",1480,"3132Z",NA
1,104,48,1,"Private profit","Professional degree","Male",322000,"Employed","MATH",8190,"622",1
1,104,26,1,"Federal government","Bachelor's Degree","Male",52000,"Employed","FINANCE",9480,"923",1
1,122,46,1,"Private profit","Master's Degree","Female",25000,"Employed","FINANCE",4390,"4243",1
1,156,71,1,"Self-employed","Master's Degree","Male",11500,"Employed","MATH",8990,"8121M",1
1,86,28,1,"Private profit","Bachelor's Degree","Female",68000,"Employed","MATH",6970,"52M2",1
1,111,48,1,"Federal government","Bachelor's Degree","Male",94000,"Employed","COMPUTER SCIENCE",9570,"92M2",1
1,161,69,1,"Private non-profit","Bachelor's Degree","Female",40000,"Employed","MATH",7860,"6111",1
1,122,70,1,NA,"Doctorate degree","Female",0,"Not in labor force","MATH",NA,"",NA
1,170,42,1,"Self-employed","Bachelor's Degree","Female",0,"Not in labor force","FINANCE",7770,"56173",NA
1,68,41,1,"Private profit","Master's Degree","Male",322000,"Employed","FINANCE",6870,"52M1",1
1,210,88,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
1,60,49,1,"Private profit","Professional degree","Male",75000,"Employed","FINANCE",6670,"515",1
1,67,75,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","MATH",2290,"325M",NA
1,67,81,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
1,98,23,1,"Private profit","Bachelor's Degree","Female",36000,"Employed","STATISTICS",7290,"5413",1
1,139,79,1,"Self-employed","Bachelor's Degree","Male",0,"Not in labor force","FINANCE",7460,"5417",NA
1,102,43,1,"Federal government","Master's Degree","Male",100000,"Employed","STATISTICS",9680,"928110P2",1
1,90,41,1,"Private profit","Bachelor's Degree","Female",800,"Not in labor force","FINANCE",8680,"722Z",NA
1,60,23,1,"Private profit","Bachelor's Degree","Male",25000,"Employed","STATISTICS",7380,"5415",1
1,135,45,1,"Private profit","Bachelor's Degree","Female",48000,"Employed","FINANCE",6170,"484",1
1,226,42,4,"Private profit","Bachelor's Degree","Male",95000,"Employed","MATH",2070,"32411",28
1,74,36,5,"Private profit","Bachelor's Degree","Male",66000,"Employed","COMPUTER SCIENCE",770,"23",1
1,24,39,1,"Private profit","Bachelor's Degree","Male",50000,"Employed","COMPUTER SCIENCE",6870,"52M1",1
1,57,29,1,"Local government","Bachelor's Degree","Male",30000,"Employed","COMPUTER SCIENCE",9470,"92MP",1
1,239,51,4,NA,"Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
1,27,82,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
1,89,32,1,"Private profit","Bachelor's Degree","Male",85000,"Employed","FINANCE",6870,"52M1",1
1,129,37,1,"Private profit","Master's Degree","Male",105000,"Employed","MATH",7290,"5413",1
1,112,72,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
1,91,40,1,"State government","Master's Degree","Male",65000,"Employed","FINANCE",7870,"611M1",1
1,170,51,1,"Local government","Bachelor's Degree","Male",54000,"Employed","COMPUTER SCIENCE",9370,"9211MP",1
1,120,32,4,"Private profit","Bachelor's Degree","Male",55000,"Employed","COMPUTER SCIENCE",7380,"5415",1
1,154,51,1,"Private profit","Master's Degree","Male",115000,"Employed","COMPUTER SCIENCE",7290,"5413",1
1,71,30,1,"Federal government","Bachelor's Degree","Male",50000,"Employed","FINANCE",7290,"5413",1
1,95,46,1,"Private profit","Bachelor's Degree","Male",100000,"Employed","FINANCE",6870,"52M1",1
1,251,29,1,"State government","Bachelor's Degree","Male",40000,"Employed","COMPUTER SCIENCE",9380,"92113",1
1,101,23,5,"State government","Bachelor's Degree","Male",16000,"Not in labor force","MATH",7870,"611M1",NA
1,157,61,1,"Self-employed","Master's Degree","Male",0,"Employed","MATH",7860,"6111",1
1,174,35,1,"Local government","Bachelor's Degree","Female",61000,"Employed","COMPUTER SCIENCE",9370,"9211MP",1
1,78,69,1,"Local government","Master's Degree","Female",0,"Not in labor force","FINANCE",9370,"9211MP",NA
1,56,37,1,"State government","Bachelor's Degree","Female",51000,"Employed","FINANCE",9570,"92M2",1
1,67,37,1,"Local government","Bachelor's Degree","Female",50000,"Employed","FINANCE",9380,"92113",1
1,70,65,1,NA,"Master's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
1,69,63,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
2,54,68,1,"Private profit","Bachelor's Degree","Female",12000,"Employed","MATH",9090,"8129",2
2,34,36,1,"State government","Bachelor's Degree","Male",50000,"Employed","COMPUTER SCIENCE",9480,"923",2
2,101,60,1,"State government","Bachelor's Degree","Female",0,"Not in labor force","MATH",7870,"611M1",NA
2,132,27,1,"Federal government","Bachelor's Degree","Male",28000,"Employed","FINANCE",9670,"928110P1",2
2,21,61,1,"State government","Master's Degree","Male",117000,"Employed","MATH",7860,"6111",2
2,217,31,1,"Private profit","Master's Degree","Male",80000,"Employed","FINANCE",6880,"5221M",2
2,96,30,1,"Federal government","Bachelor's Degree","Male",56000,"Employed","COMPUTER SCIENCE",9590,"928P",2
2,180,36,1,"Private profit","Bachelor's Degree","Male",132000,"Employed","MATH",590,"221MP",2
2,65,71,1,"Local government","Bachelor's Degree","Female",700,"Not in labor force","MATH",7860,"6111",NA
2,38,52,1,"State government","Bachelor's Degree","Female",48000,"Unemployed","COMPUTER SCIENCE",670,"2213M",NA
2,261,46,1,"Local government","Master's Degree","Female",60000,"Employed","MATH",9370,"9211MP",2
2,222,49,1,"Private non-profit","Master's Degree","Female",8000,"Employed","COMPUTER SCIENCE",9160,"8131",2
2,273,62,1,"Private profit","Master's Degree","Male",24000,"Not in labor force","COMPUTER SCIENCE",6070,"481",NA
2,53,50,1,"Private non-profit","Professional degree","Male",108000,"Employed","MATH",570,"2211P",2
2,89,31,1,"Private profit","Bachelor's Degree","Male",68000,"Employed","COMPUTER SCIENCE",7380,"5415",2
2,320,68,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
2,620,59,1,"Private profit","Bachelor's Degree","Male",100000,"Employed","MATH",6070,"481",2
2,110,65,2,"Self-employed","Bachelor's Degree","Female",0,"Employed","MATH",1590,"314Z",2
2,148,60,1,"State government","Master's Degree","Male",105000,"Employed","MATH",9370,"9211MP",2
2,370,78,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
2,88,59,1,"State government","Bachelor's Degree","Male",70000,"Employed","MATH",6090,"483",22
2,105,63,1,"Local government","Bachelor's Degree","Female",0,"Not in labor force","MATH",6770,"51912",NA
2,51,27,1,"Federal government","Bachelor's Degree","Male",28000,"Employed","FINANCE",9670,"928110P1",2
2,314,73,1,"Private non-profit","Master's Degree","Female",60000,"Employed","MATH",7860,"6111",2
2,170,24,1,"Private profit","Master's Degree","Male",40000,"Not in labor force","MATH",6380,"492",NA
2,110,47,1,"Federal government","Professional degree","Male",156000,"Employed","FINANCE",9680,"928110P2",2
2,41,52,1,"Local government","Master's Degree","Male",39100,"Employed","MATH",570,"2211P",2
2,201,34,1,"State government","Master's Degree","Male",34000,"Employed","FINANCE",7870,"611M1",2
4,64,69,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","MATH",7860,"6111",NA
4,102,57,4,"Private profit","Bachelor's Degree","Male",120000,"Employed","COMPUTER SCIENCE",3590,"33641M2",4
4,211,35,1,"Private profit","Doctorate degree","Male",100000,"Employed","COMPUTER SCIENCE",5580,"4539",4
4,101,61,1,"Private non-profit","Master's Degree","Female",95000,"Employed","MATH",7870,"611M1",4
4,66,24,5,"Private non-profit","Bachelor's Degree","Female",22000,"Employed","COMPUTER SCIENCE",7870,"611M1",4
4,70,60,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
4,66,58,1,"Private profit","Bachelor's Degree","Male",22600,"Employed","MATH",6990,"524",4
4,53,38,1,"Private profit","Bachelor's Degree","Male",105000,"Employed","COMPUTER SCIENCE",3365,"3341",4
4,349,61,1,"State government","Bachelor's Degree","Male",0,"Not in labor force","MATH",9370,"9211MP",NA
4,179,27,5,"Private profit","Bachelor's Degree","Female",18000,"Not in labor force","COMPUTER SCIENCE",6990,"524",NA
4,244,31,5,"Private profit","Master's Degree","Male",56000,"Employed","COMPUTER SCIENCE",6990,"524",4
4,65,49,1,"Self-employed","Bachelor's Degree","Female",24000,"Employed","COMPUTER SCIENCE",7380,"5415",4
4,50,36,1,"Private profit","Bachelor's Degree","Male",106000,"Employed","FINANCE",6890,"522M",4
4,57,48,1,"Private profit","Bachelor's Degree","Male",335000,"Employed","FINANCE",6890,"522M",4
4,109,56,1,"Private profit","Bachelor's Degree","Female",41000,"Employed","COMPUTER SCIENCE",7380,"5415",4
4,33,38,4,"Private profit","Bachelor's Degree","Male",80000,"Employed","COMPUTER SCIENCE",3365,"3341",4
4,66,57,5,"Private non-profit","Bachelor's Degree","Female",60000,"Employed","MATH",8190,"622",4
4,64,43,1,"Private profit","Master's Degree","Female",0,"Unemployed","FINANCE",4770,"442",NA
4,66,28,4,"Private profit","Bachelor's Degree","Male",26000,"Employed","COMPUTER SCIENCE",7490,"5419Z",4
4,135,61,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","MATH",6990,"524",NA
4,64,32,1,"Private profit","Bachelor's Degree","Female",62000,"Employed","STATISTICS",8660,"7211",4
4,113,68,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","MATH",770,"23",NA
4,70,40,1,"Private profit","Bachelor's Degree","Male",120000,"Employed","COMPUTER SCIENCE",3390,"334M2",4
